;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;review_length
1574;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I spent about 2 hours watching 25 John Wicks take on an army of one million zombies They killed so many that the amount of blood they generated caused a local dam to burst its banks and send a cascade of water down a dusty desert town before creating a crimson lake outside the pyramids where several other zombies drowned I honestly cant think of another game where this is remotely possible The only downside to these massive battles is that oftentimes they dont end usually some units get stuck and cant move or else the pathfinding gets messed up and they all get stuck in the same spot and become unreachable But I suppose in this case its the journey thats important  Note I havent touched the campaign yet just the sandbox;7.1;1.0;0.0;613.0;14 May, 2022;766
1575;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is early access That needs to be known up front as the UI and controlling elements are very unpolished which is to be expected in EA It is a fun game andruns great but dont come looking for a fully fleshed out game just yet;6.2;1.0;0.0;29.0;14 May, 2022;259
1576;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Amazing game extremely well optimized Handles hundreds of thousands of units even with a 1050TI 100% reccomended;11.6;1.0;0.0;55.0;14 May, 2022;136
1577;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW ULTIMATE EPIC congrats;2.6;1.0;0.0;186.0;14 May, 2022;43
1578;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The AI finally walks around water and cliffs;3.6;1.0;0.0;172.0;14 May, 2022;65
1579;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW good soup;3.2;1.0;0.0;33.0;14 May, 2022;30
1580;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I like it;3.5;1.0;0.0;444.0;14 May, 2022;31
1581;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW If you are familiar with its precursor youll know what to expect for now its basicially EBS1 but with much higher FPS in 500k+ battles i was still around 30fps+  will point out the RTS aspect is awsome  what id love would be more unit variety & a bunch of new maps;2.3;1.0;0.0;1034.0;14 May, 2022;289
1582;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is uebs 1 but with bigger battles Keeping in mind that this game is early access I think for 20 dollars this game is worth Especially once workshop is added and some new maps or units hopefully I already wasted 4 hours watching thousands of men falling off a cliff because the army was too big 10/10 would buy again;4.3;1.0;0.0;43.0;14 May, 2022;351
1584;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW If you liked the first game then this one is just the same but better It is much less laggy and has some new units and maps However at the time of review there are some things that have not been added yet but i hope they will be in the future - The old maps - More units - Workshop;4.0;1.0;1.0;144.0;14 May, 2022;306
1585;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW epig battles This game is amazing I got it the day it released yesterday and love it I can have WWII soldiers go up against an immense army of zombies and archers The high ground has saved the day multiple times and I just like how it looks and works and the fact that my game still runs at 20FPS  10/10 would slaughter entire peoples again;3.3;1.0;0.0;1.0;14 May, 2022;371
1586;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW put 1 million units on the map and still be able to play it and no crashes yet;3.1;1.0;0.0;25.0;14 May, 2022;102
1587;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW its great;3.5;1.0;0.0;22.0;14 May, 2022;30
1588;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW epic game;8.7;1.0;0.0;11.0;14 May, 2022;30
1589;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Big Battles  Big Fun  Me likey;5.0;1.0;0.0;47.0;14 May, 2022;51
1590;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Only issue I have found so far is a few path finding issues with troops walking around away from the fight;0.8;1.0;0.0;75.0;14 May, 2022;127
1591;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW 3090 go BRRRRRRRRRRRRR;1.6;1.0;0.0;49.0;14 May, 2022;43
1592;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW best simulator ever;7.4;1.0;0.0;17.0;14 May, 2022;40
1593;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Excellent game the sheer number of characters you can have at one time 10s of millions and no frame drops The variety of character selections is a little lacking at the moment but I am confident they will add more in the future and more maps please Thanks for the great game ;9.2;1.0;0.0;19.0;14 May, 2022;302
1594;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW ever thought about what happens when you put a fully automatic tank in the centre of 1 million spartans Neither have I but now I can test it and is the sight you see absolutely spectacular;2.3;1.0;0.0;152.0;14 May, 2022;213
1595;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The game is very good & has much more possibilities then the original although there isnt much content at the moment because its in alpha you are able to basically host battles of millions create blood lakes large body piles and do all of this on a low-end computer It is worth the 17$ right now in my opinion but you should probably wait a little until they release more content if youre expecting a bunch of units & other things to play with  Its basically UEBS 1 but everything is completely better even the graphics although you might be thinking they couldve just added this all to the first game It really isnt like that considering how the game deals with large numbers of units is now completely different and they also added other things like fluid physics etc;13.3;1.0;0.0;64.0;14 May, 2022;809
1596;Ultimate Epic Battle Simulator 2; Product received for free  EARLY ACCESS REVIEW its so good this game i loved;6.7;1.0;0.0;2.0;14 May, 2022;77
1597;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Everything is fine but I hope that I can turn off the motion blur;3.9;1.0;0.0;47.0;14 May, 2022;88
1598;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW With the blood pooling and cart wheeling down mountainsides - completely wreckomendead;8.4;1.0;0.0;196.0;14 May, 2022;108
1599;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW actually pretty fun excited to see what theyll add/improve to this;0.8;1.0;0.0;61.0;14 May, 2022;90
1600;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This is truly some ultimate epic gaming Chuck Norris being ranged with tank shells is quite stupid;1.5;1.0;0.0;612.0;14 May, 2022;120
1601;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Optimized so good no joke 3M soldiers runs perfectly fine at well above playable FPS on High graphics Also spawn in 1M American Assault Soldiers vs literally anything It looks amazing trust me;1.9;1.0;0.0;167.0;14 May, 2022;221
1602;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is absolutely stunning Im surprised my PC hasnt exploded or had a seizure yet I was able to place millions of troops while still having decent fps I definitely recommend this its truly an amazing game I encountered basically no bugs or glitches while playing the game Overall I rate it a 9/10;9.0;1.0;0.0;3.0;14 May, 2022;332
1603;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is way better than Ultimate Epic Battle Simulator 1 in the way battles are played out not a lot of content but the game just came out so i dont blame them and they already did a patch note which is good I hope this game does not turn out to be like total tank sim if any of you bought that game if you have not heard or play it it just stop updating after a while its a lot like this game i hope there keep releasing updates all in all this game is an 8/10 maybe not buy it yet wait for more updates come out but 5 maps good maps came on release Im not that mad very fun;16.3;1.0;0.0;127.0;14 May, 2022;617
1604;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I hope they keep working  At current I do not want to recommend nor do I want to not recommend it Support it if you are interested So for now I will put a thumbs up Just wanted to make that clear  That being said This game sucks in current state Whats the point of very large armies fighting with minimal diversity between units Not a a lot other than they can say the engine is working well but overall certain aspects need polish With work and dedication I know more can be achieved So at current do not expect much more than that Game play wise it is minimal at current;0.5;1.0;0.0;284.0;14 May, 2022;605
1605;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW AMAZING REALLY ENTERTAINING I HOPE THAT YOU MIGHT INCREASE THE NUMBER OF OPTIONS FOR EXAMPLE ARTILLERYMODERN AND OLD CASTLES ATTACKS WITH DEFENSE ARCHERS AND KNIGHTS MAGIC WIZARDS ON BOTH SIDES AS SHOWED IN TV SERIAL THE WITCHER;10.0;1.0;0.0;317.0;14 May, 2022;255
1606;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW ;3.9;1.0;0.0;25.0;14 May, 2022;23
1607;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW You can make a lake out of blood I love water physics;1.6;1.0;0.0;74.0;14 May, 2022;76
1608;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW love the game just wish there was a color option for their clothing/gear like color coded for what team they are assigned to however i love the game;9.0;1.0;0.0;21.0;14 May, 2022;170
1609;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is amazing I have a few things i hate such as the crashing and the freezing But as this game is in early development Its very good so thumbs up;1.9;1.0;0.0;31.0;14 May, 2022;174
1610;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Incredible how you can have so many units im talking 3 million my pc still gets 45 fps Cant wait for workshop;2.0;1.0;0.0;33.0;14 May, 2022;133
1611;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW One of the best simulator games I have played to date With this game being in Alpha 01 and it being this good I cant wait to see what comes in the future;2.6;1.0;0.0;40.0;14 May, 2022;177
1612;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Though this game is super pre-alpha it is already incredibly fun and a technical achievement You can literally have battles in the millions of characters and watch the blood lakes fill up;5.7;1.0;0.0;47.0;14 May, 2022;210
1613;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The core feature works exactly as advertised You can simulate a battle of 1 million vs 1 million and it just works The maps are pretty cool too There are obvious bugs but nothing gamebreaking The worst is RTS sometimes not selecting a troop but this game isnt really about RTS  Overall its a fun time If moneys tight stick with UEBS 1 as it has way more features But if youve got a few dollars to spare and you only care about the core gameplay this is more performant prettier and just feels a bit better;7.4;1.0;0.0;20.0;14 May, 2022;548
1614;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This is a good game I like it I bought it the day it came out as I have been waiting for this game for over a year There is a pretty limited selection of units but the framerate is much more stable than it was in the last game I had 500000 units on screen and still was getting 60FPS Im impressed;1.2;1.0;0.0;53.0;14 May, 2022;327
1615;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW HEAVILY RECOMMEND This game was amazing my pc is mid range but i could still have around 500000 units on the map without problem right now its still fairly new but they plan to add tons more content this game was so fun and was way better than the last one since i never faced crashing or lag spikes The loading only takes seconds most of the timedepends on the units All around awesome game would buy for $30 if it was that price;2.2;1.0;0.0;43.0;14 May, 2022;463
1616;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Even though there is a few bugs its way better and a lot more fun i mean i got this during early release;4.7;1.0;0.0;6.0;14 May, 2022;128
1617;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW NEED D-DAY MAP;6.0;1.0;1.0;23.0;14 May, 2022;43
1618;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW my 1660TI is screaming at me amazing it can run over 2 millions units above 30 FPS this will probably break my laptopworth it;6.9;1.0;0.0;76.0;14 May, 2022;153
1619;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I played the first one a good bit and had a blast but this one feels so solid and well put together in just the early access good job;3.0;1.0;0.0;139.0;14 May, 2022;156
1620;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Great upgrade from the first game so much more engine horsepower to drive multi-millions of units at watchable frame rates New lighting is amazing and the water/blood physics is awesome Looking forward to new content and workshop modding 10/10  Was able to run 5 mil Zombies vs roughly 2 mil opponents at 1440p@Ultra Graphics with all the new tech turned on at 50-60 fps with over a million units visible at any given time Thats Insane  Running 12700k Aorus Master 3080ti 64gb Ram;3.4;1.0;0.0;273.0;14 May, 2022;510
